id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,issue_d,loan_status,purpose,member_id,loan_id,emp_length,home_ownership,annual_inc,verification_status,dti,delinq_2yrs,last_pymnt_d,total_pymnt,out_prncp
1065026,8000,8000, 36 months,16.29,282.41,D,D1,18-Dec,Charged Off,credit_card,1298879,1065026,5 years,RENT,50000,Not Verified,13.22,0,20-Apr,4533.54,0
1057001,30000,28673.79652, 60 months,12.42,673.72,B,B4,18-Dec,Charged Off,small_business,1288555,1057001,3 years,RENT,70000,Source Verified,0.94,0,20-Oct,17179.15,0
1065513,18000,18000, 60 months,16.77,445.13,D,D2,18-Dec,Charged Off,home_improvement,1299629,1065513,6 years,OWN,40000,Not Verified,18.42,0,20-Oct,11229.37,0
1065698,13250,13250, 36 months,11.71,438.26,B,B3,18-Dec,Fully Paid,credit_card,1299812,1065698,2 years,OWN,35000,Not Verified,22.35,0,15-Jan,15775.48747,0
1065681,14000,14000, 36 months,14.27,480.33,C,C2,18-Dec,Fully Paid,debt_consolidation,1299792,1065681,6 years,RENT,80000,Not Verified,16.21,0,15-Jan,17282.30673,0
1061788,20000,19975, 60 months,20.3,533.23,E,E5,18-Dec,Charged Off,debt_consolidation,1293410,1061788,10+ years,OWN,59000,Verified,20.91,0,21-Mar,16063.42,0
1065484,10000,10000, 36 months,16.29,353.01,D,D1,18-Dec,Fully Paid,credit_card,1299597,1065484,10+ years,RENT,40000,Verified,24.39,0,21-Feb,12455.59,0
1061681,35000,23200, 60 months,20.3,619.88,E,E5,18-Dec,Fully Paid,debt_consolidation,1293700,1061681,5 years,RENT,85000,Verified,20.16,0,15-Oct,36085.55828,0
1065661,4000,4000, 36 months,6.03,121.75,A,A1,18-Dec,Fully Paid,debt_consolidation,1299772,1065661,1 year,RENT,55000,Not Verified,7.05,0,21-Mar,4355.443114,0
1065663,13000,13000, 36 months,9.91,418.93,B,B1,18-Dec,Fully Paid,debt_consolidation,1299774,1065663,6 years,RENT,110000,Not Verified,8.38,0,21-May,14957.75365,0
1065480,28000,28000, 36 months,12.69,939.26,B,B5,18-Dec,Fully Paid,credit_card,1299593,1065480,5 years,RENT,100000,Source Verified,12.35,0,15-Jan,33809.04918,0
1065658,10000,10000, 36 months,13.49,339.31,C,C1,18-Dec,Fully Paid,debt_consolidation,1299768,1065658,3 years,RENT,62000,Not Verified,11.52,0,20-Jan,11250.9,0
1065447,20000,20000, 36 months,7.9,625.81,A,A4,18-Dec,Fully Paid,debt_consolidation,1299549,1065447,< 1 year,RENT,45000,Verified,9.25,0,15-Jan,22527.93726,0
1065470,18000,17950, 36 months,9.91,580.05,B,B1,18-Dec,Fully Paid,debt_consolidation,1299579,1065470,5 years,RENT,110000,Verified,10,0,19-Oct,19205.83,0
1065467,9000,9000, 60 months,19.91,238,E,E4,18-Dec,Charged Off,credit_card,1299576,1065467,3 years,RENT,60000,Verified,22.56,0,20-Oct,5227.64,0
1065649,25000,24975, 60 months,18.64,643.58,E,E1,18-Dec,Charged Off,debt_consolidation,1299755,1065649,10+ years,RENT,61500,Verified,12.6,1,15-Apr,25775.38,0
1065430,10000,10000, 36 months,11.71,330.76,B,B3,18-Dec,Fully Paid,other,1299526,1065430,3 years,RENT,33000,Not Verified,8.69,0,21-Jul,11838.8778,0
1059462,4200,4200, 36 months,6.03,127.83,A,A1,18-Dec,Fully Paid,credit_card,1291082,1059462,3 years,RENT,61000,Not Verified,8.92,0,21-Dec,4601.62018,0
1064102,20000,19975, 60 months,15.27,478.64,C,C4,18-Dec,Charged Off,debt_consolidation,1296692,1064102,10+ years,OWN,78216,Verified,10.79,0,19-Oct,5797.78,0
1062399,18000,17975, 60 months,17.27,449.97,D,D3,18-Dec,Default,debt_consolidation,1294261,1062399,1 year,MORTGAGE,62000,Verified,7.82,0,15-Aug,19767.48,6405.39
1065572,24000,24000, 36 months,16.29,847.21,D,D1,18-Dec,Fully Paid,debt_consolidation,1299469,1065572,2 years,RENT,50964,Verified,8.83,1,15-Jan,30497.29156,0
1065567,4475,4475, 36 months,15.27,155.72,C,C4,18-Dec,Fully Paid,credit_card,1299463,1065567,3 years,RENT,43680,Not Verified,18.79,0,15-Jan,5601.556133,0
1065342,20000,19950, 60 months,14.65,472.14,C,C3,18-Dec,Current,credit_card,1299434,1065342,2 years,MORTGAGE,56000,Verified,12.15,0,15-Dec,22660.12,5241.44
1065355,12000,12000, 36 months,12.42,400.99,B,B4,18-Dec,Fully Paid,credit_card,1299450,1065355,5 years,RENT,50700,Source Verified,22.49,0,15-Jan,14431.5364,0
1058717,18000,18000, 60 months,17.58,452.98,D,D4,18-Dec,Fully Paid,debt_consolidation,1290516,1058717,,MORTGAGE,60000,Verified,21.96,0,15-Sep,26369.52552,0
1065348,5000,5000, 36 months,12.42,167.08,B,B4,18-Dec,Charged Off,debt_consolidation,1299443,1065348,2 years,RENT,30000,Source Verified,23.84,0,19-Jun,833.7,0
890389,3000,3000, 36 months,6.03,91.31,A,A1,18-Dec,Fully Paid,other,1107021,890389,5 years,RENT,50000,Not Verified,5.5,0,20-Oct,3207.71,0
1065142,25000,24975, 60 months,19.03,648.93,E,E2,18-Dec,Current,debt_consolidation,1299224,1065142,10+ years,RENT,75000,Verified,19.63,0,15-Dec,31102.15,7061.64
1065320,18000,18000, 60 months,19.03,467.23,E,E2,18-Dec,Current,credit_card,1299408,1065320,3 years,RENT,90000,Source Verified,11.32,0,15-Dec,22392.2,5085.55
1065304,12000,12000, 36 months,9.91,386.7,B,B1,18-Dec,Charged Off,debt_consolidation,1299388,1065304,10+ years,RENT,55000,Not Verified,13,0,20-Mar,5851.68,0
1065180,20000,20000, 36 months,15.27,695.96,C,C4,18-Dec,Fully Paid,other,1299041,1065180,10+ years,MORTGAGE,50000,Verified,4.34,0,15-Jan,25041.22844,0
1065298,10000,10000, 36 months,13.49,339.31,C,C1,18-Dec,Fully Paid,debt_consolidation,1299382,1065298,3 years,RENT,84000,Verified,13.87,0,21-Jul,12155.9177,0
1064904,15000,15000, 36 months,12.42,501.23,B,B4,18-Dec,Fully Paid,debt_consolidation,1298955,1064904,6 years,OWN,155000,Verified,17.85,0,21-Jan,17713.89,0
1064696,12000,12000, 36 months,7.9,375.49,A,A4,18-Dec,Fully Paid,debt_consolidation,1298728,1064696,< 1 year,MORTGAGE,62000,Source Verified,8.71,0,21-Jun,13448.7262,0
977277,20000,13041.47044, 60 months,10.65,290.64,B,B2,18-Dec,Current,debt_consolidation,1200058,977277,2 years,MORTGAGE,175000,Verified,5.23,0,15-Dec,13903.92,3324.85
1065260,6300,6300, 36 months,11.71,208.38,B,B3,18-Dec,Fully Paid,credit_card,1299343,1065260,2 years,RENT,30000,Not Verified,7.2,0,15-Jan,7499.162449,0
1059734,20000,18626.34674, 60 months,16.77,494.59,D,D2,18-Dec,Current,credit_card,1291550,1059734,7 years,RENT,50000,Verified,22.82,0,15-Dec,23717.44,5440.58
1065110,35000,21739.74813, 60 months,17.27,578.71,D,D3,18-Dec,Fully Paid,debt_consolidation,1299187,1065110,8 years,MORTGAGE,208000,Source Verified,7.94,0,19-Oct,26012.99,0
1047987,8250,8086.748004, 60 months,15.96,200.45,C,C5,18-Dec,Fully Paid,home_improvement,1279118,1047987,2 years,MORTGAGE,35004,Verified,15.6,2,20-Dec,10423.49,0
1065104,20000,18847.37306, 60 months,12.69,451.9,B,B5,18-Dec,Current,home_improvement,1299181,1065104,7 years,OWN,85000,Source Verified,10.21,0,15-Dec,21660.78,5085.8
1065103,10000,10000, 36 months,11.71,330.76,B,B3,18-Dec,Charged Off,credit_card,1299180,1065103,5 years,RENT,32000,Not Verified,21.83,0,19-Jun,1958.97,0
1065254,24000,24000, 36 months,8.9,762.08,A,A5,18-Dec,Charged Off,car,1299335,1065254,10+ years,MORTGAGE,116400,Verified,3.94,0,19-Oct,8649.71,0
1064873,14400,14400, 36 months,12.69,483.05,B,B5,18-Dec,Fully Paid,debt_consolidation,1298920,1064873,9 years,MORTGAGE,40000,Not Verified,20.16,0,15-Jan,17385.83708,0
1065244,6000,6000, 36 months,14.65,206.97,C,C3,18-Dec,Fully Paid,credit_card,1299321,1065244,7 years,RENT,34000,Not Verified,21.39,0,21-Dec,7463.193559,0
1064969,22000,21975, 36 months,15.96,773.03,C,C5,18-Dec,Fully Paid,debt_consolidation,1298813,1064969,5 years,MORTGAGE,73000,Verified,22.47,0,15-Jan,27811.73074,0
1059620,12000,12000, 36 months,11.71,396.92,B,B3,18-Dec,Charged Off,debt_consolidation,1291228,1059620,10+ years,RENT,57200,Source Verified,16.36,0,19-Oct,3564.9,0
1032978,16000,16000, 36 months,16.77,568.62,D,D2,18-Dec,Fully Paid,debt_consolidation,1262529,1032978,< 1 year,MORTGAGE,114000,Source Verified,17.2,0,15-Jan,20462.90627,0
1065234,10000,10000, 36 months,10.65,325.74,B,B2,18-Dec,Fully Paid,debt_consolidation,1299108,1065234,10+ years,MORTGAGE,90000,Not Verified,11.16,0,15-Jan,11723.71263,0
1064958,16000,11368.73446, 60 months,19.03,301.76,E,E2,18-Dec,Current,home_improvement,1299015,1064958,8 years,MORTGAGE,54000,Source Verified,16.89,0,16-Jan,14442.38,3291.05
1065196,10000,10000, 36 months,12.69,335.45,B,B5,18-Dec,Charged Off,debt_consolidation,1299063,1065196,2 years,RENT,35000,Source Verified,12.03,0,20-Oct,7690.46,0
1065199,3500,3500, 36 months,13.49,118.76,C,C1,18-Dec,Fully Paid,debt_consolidation,1299065,1065199,7 years,RENT,56000,Not Verified,10.35,0,19-Mar,3615.21,0
1065195,9600,9600, 36 months,9.91,309.36,B,B1,18-Dec,Fully Paid,debt_consolidation,1299060,1065195,5 years,RENT,35000,Not Verified,16.49,0,21-Jun,11082.04967,0
1065020,9875,9875, 36 months,7.9,309,A,A4,18-Dec,Fully Paid,debt_consolidation,1298873,1065020,10+ years,MORTGAGE,40000,Source Verified,24.03,0,15-Jan,11122.69106,0
1065016,21500,15953.42639, 60 months,17.58,427.19,D,D4,18-Dec,Fully Paid,debt_consolidation,1298869,1065016,2 years,OWN,59000,Verified,22.86,0,20-Jan,19857.78,0
1064924,4800,4800, 36 months,7.9,150.2,A,A4,18-Dec,Fully Paid,debt_consolidation,1298975,1064924,6 years,RENT,48000,Source Verified,13,0,19-Oct,5080.25,0
1064940,7800,7800, 36 months,6.03,237.4,A,A1,18-Dec,Fully Paid,major_purchase,1298993,1064940,10+ years,OWN,85000,Not Verified,0.78,0,15-Jan,8545.840368,0
1064932,20000,20000, 36 months,14.27,686.18,C,C2,18-Dec,Fully Paid,credit_card,1298984,1064932,10+ years,MORTGAGE,70000,Verified,6.21,0,20-Nov,23996.94,0
1062248,9750,9750, 36 months,7.51,303.34,A,A3,18-Dec,Charged Off,debt_consolidation,1294105,1062248,4 years,RENT,35000,Not Verified,29.04,0,20-May,5150.83,0
1064985,18000,14773.45751, 60 months,15.96,365.67,C,C5,18-Dec,Fully Paid,credit_card,1298830,1064985,6 years,MORTGAGE,91000,Verified,23.41,0,20-Oct,18879.1,0
1064926,5000,5000, 36 months,6.03,152.18,A,A1,18-Dec,Fully Paid,other,1298978,1064926,9 years,MORTGAGE,30000,Not Verified,16.48,0,21-Apr,5451.029788,0
1064908,9000,9000, 36 months,14.65,310.45,C,C3,18-Dec,Fully Paid,debt_consolidation,1298959,1064908,4 years,RENT,45000,Source Verified,17.01,1,20-Sep,10750.2,0
1059118,7200,7175, 36 months,7.9,225.29,A,A4,18-Dec,Fully Paid,debt_consolidation,1290932,1059118,1 year,RENT,55000,Not Verified,11.98,0,15-Jan,8109.259708,0
1064897,3000,3000, 60 months,19.03,77.88,E,E2,18-Dec,Current,other,1298948,1064897,3 years,RENT,53004,Source Verified,10.73,1,15-Dec,3729.4,848.45
1064754,25000,23505.29384, 60 months,19.42,654.31,E,E3,18-Dec,Charged Off,credit_card,1298795,1064754,10+ years,RENT,60000,Verified,20.04,0,21-Dec,26721.85,0
1060082,25000,25000, 36 months,15.27,869.95,C,C4,18-Dec,Fully Paid,debt_consolidation,1291917,1060082,8 years,OWN,82000,Verified,18.5,0,19-Nov,28094.27,0
1064736,10000,10000, 36 months,15.96,351.38,C,C5,18-Dec,Fully Paid,debt_consolidation,1298775,1064736,10+ years,RENT,53000,Verified,13.09,0,15-Jan,12641.96658,0
1064727,8875,8875, 36 months,12.69,297.72,B,B5,18-Dec,Charged Off,debt_consolidation,1298762,1064727,5 years,MORTGAGE,35360,Verified,23.11,0,19-Jun,2046.9,0
1042668,15550,15525, 36 months,11.71,514.34,B,B3,18-Dec,Fully Paid,debt_consolidation,1272939,1042668,10+ years,RENT,54000,Verified,23.36,0,15-Jan,18510.72498,0
1064862,17000,16060.11069, 60 months,15.27,406.85,C,C4,18-Dec,Current,debt_consolidation,1298709,1064862,8 years,RENT,65000,Not Verified,16.84,0,15-Dec,19520.54,4525.87
1064711,7500,7475, 36 months,12.69,251.59,B,B5,18-Dec,Fully Paid,credit_card,1298745,1064711,5 years,RENT,65000,Not Verified,4.41,0,15-Jan,9051.843018,0
1032875,8875,8875, 36 months,8.9,281.81,A,A5,18-Dec,Fully Paid,debt_consolidation,1262430,1032875,6 years,OWN,28800,Not Verified,24.29,0,15-Jan,10143.38219,0
1064830,4500,4500, 36 months,17.27,161.05,D,D3,18-Dec,Fully Paid,credit_card,1298673,1064830,1 year,RENT,42000,Not Verified,4.34,0,21-Jul,5505.07469,0
1064681,5800,5800, 36 months,12.42,193.81,B,B4,18-Dec,Fully Paid,debt_consolidation,1298511,1064681,3 years,RENT,36000,Not Verified,21.67,0,15-Jan,6975.276078,0
1064383,10000,10000, 36 months,11.71,330.76,B,B3,18-Dec,Fully Paid,debt_consolidation,1298181,1064383,2 years,RENT,40000,Not Verified,22.26,0,21-Jun,11816.14343,0
1064675,10000,10000, 36 months,9.91,322.25,B,B1,18-Dec,Fully Paid,credit_card,1298502,1064675,4 years,RENT,50000,Not Verified,19.06,0,20-Dec,11398.55,0
1064666,14000,14000, 36 months,11.71,463.07,B,B3,18-Dec,Fully Paid,credit_card,1298492,1064666,1 year,RENT,52000,Not Verified,12.97,0,20-Feb,15609.96,0
1064639,25000,23176.93361, 60 months,19.03,648.93,E,E2,18-Dec,Current,credit_card,1298460,1064639,3 years,MORTGAGE,85000,Verified,17.15,1,15-Dec,31161.59,7056.13
1064636,12000,12000, 36 months,8.9,381.04,A,A5,18-Dec,Charged Off,debt_consolidation,1298456,1064636,3 years,RENT,32000,Source Verified,6.75,0,20-Sep,8740.16,0
1064805,24000,23975, 36 months,7.9,750.97,A,A4,18-Dec,Fully Paid,debt_consolidation,1298641,1064805,6 years,OWN,75000,Verified,10.58,0,15-Jan,27033.33153,0
1064635,14000,14000, 36 months,14.27,480.33,C,C2,18-Dec,Fully Paid,credit_card,1298453,1064635,< 1 year,RENT,80000,Not Verified,3.3,0,21-Aug,17230.07652,0
1064793,12000,11975, 36 months,8.9,381.04,A,A5,18-Dec,Fully Paid,credit_card,1298624,1064793,7 years,MORTGAGE,40246,Verified,17.08,0,15-Jan,13736.41119,0
1056865,15000,14224.10774, 60 months,12.69,338.93,B,B5,18-Dec,Charged Off,debt_consolidation,1288419,1056865,3 years,OWN,30000,Verified,24.76,0,20-Dec,9543.84,0
1064783,8050,8050, 36 months,12.69,270.04,B,B5,18-Dec,Charged Off,debt_consolidation,1298613,1064783,1 year,RENT,36000,Source Verified,14.8,0,19-Apr,1330.92,0
1064623,5600,5600, 36 months,10.65,182.42,B,B2,18-Dec,Fully Paid,debt_consolidation,1298440,1064623,6 years,RENT,60000,Not Verified,16.36,1,15-Jan,6564.334175,0
1064792,7500,7500, 36 months,9.91,241.69,B,B1,18-Dec,Fully Paid,credit_card,1298623,1064792,3 years,RENT,31200,Not Verified,12.35,0,20-Dec,8548.15,0
1062701,7000,7000, 36 months,11.71,231.54,B,B3,18-Dec,Fully Paid,credit_card,1294981,1062701,10+ years,RENT,90000,Verified,12.19,0,15-Jan,8332.097581,0
1064781,5400,5400, 36 months,7.9,168.97,A,A4,18-Dec,Fully Paid,debt_consolidation,1298611,1064781,4 years,RENT,40000,Not Verified,10.89,0,15-Jan,6081.934802,0
1064774,16000,16000, 36 months,12.42,534.65,B,B4,18-Dec,Fully Paid,credit_card,1298604,1064774,1 year,RENT,90000,Verified,13.67,0,15-Jan,19242.01988,0
1053765,35000,26043.43249, 60 months,12.42,619.26,B,B4,18-Dec,Fully Paid,home_improvement,1285367,1053765,9 years,MORTGAGE,105000,Verified,16.53,0,21-Jun,34439.9758,0
1064608,6000,6000, 60 months,7.9,121.38,A,A4,18-Dec,Charged Off,debt_consolidation,1298422,1064608,< 1 year,RENT,30084,Verified,1.68,0,21-Feb,3662.31,0
1064589,4125,4125, 60 months,12.69,93.21,B,B5,18-Dec,Current,car,1298401,1064589,10+ years,MORTGAGE,36000,Not Verified,17.73,0,15-Dec,4457.96,1054.59
1064558,9800,9800, 36 months,16.29,345.95,D,D1,18-Dec,Fully Paid,credit_card,1298584,1064558,4 years,RENT,67000,Not Verified,21.01,0,21-Jan,12159.38,0
1064585,15700,14931.3097, 60 months,18.25,400.82,D,D5,18-Dec,Current,debt_consolidation,1298397,1064585,10+ years,MORTGAGE,63000,Source Verified,17.43,0,15-Dec,19209.98,4380.32
1064548,5000,5000, 36 months,6.62,153.52,A,A2,18-Dec,Fully Paid,debt_consolidation,1298574,1064548,1 year,RENT,276000,Source Verified,1.82,0,15-Jan,5524.936472,0
1064462,9900,9900, 36 months,11.71,327.46,B,B3,18-Dec,Fully Paid,debt_consolidation,1298274,1064462,6 years,RENT,26400,Verified,14.09,0,15-Jan,11783.13754,0
1064582,4000,4000, 36 months,11.71,132.31,B,B3,18-Dec,Fully Paid,home_improvement,1298394,1064582,,RENT,24000,Source Verified,7.5,1,19-May,4185.93,0
1064579,15000,15000, 36 months,11.71,496.14,B,B3,18-Dec,Fully Paid,debt_consolidation,1298391,1064579,3 years,MORTGAGE,68400,Source Verified,5.7,0,15-Jan,17857.87991,0
1046511,6250,6250, 36 months,15.96,219.61,C,C5,18-Dec,Fully Paid,debt_consolidation,1277556,1046511,1 year,RENT,29120,Not Verified,20.85,0,15-Jan,7901.704003,0
1029191,6400,6400, 36 months,16.29,225.93,D,D1,18-Dec,Fully Paid,debt_consolidation,1258545,1029191,< 1 year,RENT,29120,Not Verified,17.97,0,15-Jan,8131.319493,0
1064527,8850,8850, 60 months,13.49,203.6,C,C1,18-Dec,Fully Paid,major_purchase,1298549,1064527,10+ years,MORTGAGE,89122,Source Verified,7.67,0,15-Dec,12021.06002,0
1064567,12000,12000, 36 months,15.27,417.58,C,C4,18-Dec,Fully Paid,debt_consolidation,1298378,1064567,4 years,MORTGAGE,54000,Not Verified,17.07,0,15-Jan,15021.32581,0
1064500,15000,14975, 36 months,8.9,476.3,A,A5,18-Dec,Fully Paid,debt_consolidation,1298518,1064500,5 years,MORTGAGE,30000,Verified,6.48,0,21-Apr,17018.65061,0
1063899,6500,6500, 36 months,14.27,223.01,C,C2,18-Dec,Fully Paid,credit_card,1296478,1063899,4 years,MORTGAGE,30000,Not Verified,10.12,0,21-Dec,7994.155556,0
1057598,8000,8000, 36 months,15.96,281.1,C,C5,18-Dec,Fully Paid,credit_card,1289361,1057598,10+ years,RENT,50000,Not Verified,16.34,1,15-Jan,10113.71096,0
1052002,30000,18614.46557, 60 months,21.28,539.47,F,F2,18-Dec,Current,home_improvement,1283533,1052002,6 years,MORTGAGE,92000,Source Verified,17.57,0,15-Dec,25893,5785.16
1064323,15000,15000, 36 months,14.65,517.42,C,C3,18-Dec,Fully Paid,credit_card,1298326,1064323,10+ years,MORTGAGE,100500,Source Verified,14.56,0,19-Dec,16915.33,0
1064317,10200,10200, 36 months,14.27,349.96,C,C2,18-Dec,Fully Paid,debt_consolidation,1298320,1064317,3 years,RENT,40000,Not Verified,16.53,0,20-Oct,12182.11,0
1064471,9000,9000, 36 months,12.42,300.74,B,B4,18-Dec,Fully Paid,credit_card,1298287,1064471,5 years,MORTGAGE,47000,Not Verified,19.1,0,15-Jan,10823.10324,0
1060374,6500,6500, 36 months,16.29,229.46,D,D1,18-Dec,Fully Paid,debt_consolidation,1292126,1060374,3 years,MORTGAGE,68000,Not Verified,21.85,0,21-Jun,8195.242888,0
1064452,23000,23000, 60 months,21.28,625.86,F,F2,18-Dec,Fully Paid,debt_consolidation,1298261,1064452,8 years,MORTGAGE,95000,Verified,8.94,0,20-Oct,30964.69,0
1064453,2000,2000, 36 months,7.9,62.59,A,A4,18-Dec,Fully Paid,credit_card,1298262,1064453,4 years,RENT,39600,Not Verified,5.09,0,21-Dec,2252.269997,0
1064284,8000,8000, 36 months,13.49,271.45,C,C1,18-Dec,Fully Paid,debt_consolidation,1298080,1064284,3 years,OWN,30000,Verified,14.48,0,21-Dec,9767.171008,0
1063081,8875,8875, 36 months,7.51,276.11,A,A3,18-Dec,Fully Paid,debt_consolidation,1295580,1063081,1 year,RENT,30000,Verified,28.4,0,20-Sep,9738.77,0
1064251,1500,1500, 36 months,18.64,54.72,E,E1,18-Dec,Charged Off,other,1298041,1064251,< 1 year,RENT,17000,Source Verified,4.59,0,19-Sep,560.69,0
1064407,8000,8000, 36 months,12.42,267.33,B,B4,18-Dec,Fully Paid,debt_consolidation,1298209,1064407,3 years,RENT,42000,Not Verified,20.26,0,15-Jan,9638.08234,0
1035800,20000,11925, 60 months,14.65,399.55,C,C3,18-Dec,Charged Off,debt_consolidation,1265435,1035800,10+ years,RENT,75000,Verified,16.51,0,19-Sep,3612.52,0
1063678,6500,6500, 36 months,11.71,215,B,B3,18-Dec,Fully Paid,credit_card,1296243,1063678,4 years,RENT,42000,Not Verified,6.26,0,21-Sep,7727.500051,0
1059751,9600,9600, 36 months,13.49,325.74,C,C1,18-Dec,Fully Paid,debt_consolidation,1291568,1059751,3 years,MORTGAGE,27000,Source Verified,10.22,0,20-Dec,11408.78,0
1064386,25975,15252.50679, 60 months,12.69,372.25,B,B5,18-Dec,Current,debt_consolidation,1298184,1064386,10+ years,MORTGAGE,130000,Verified,26.13,0,15-Dec,17850.84,4184.79
1055800,10000,10000, 36 months,7.9,312.91,A,A4,18-Dec,Fully Paid,home_improvement,1287372,1055800,5 years,MORTGAGE,46000,Not Verified,10.46,0,21-Dec,11262.91092,0
1064221,15000,15000, 36 months,12.42,501.23,B,B4,18-Dec,Fully Paid,debt_consolidation,1298006,1064221,10+ years,MORTGAGE,80000,Verified,5.61,0,21-Dec,18039.09981,0
1064210,9000,9000, 36 months,6.62,276.34,A,A2,18-Dec,Fully Paid,debt_consolidation,1297995,1064210,3 years,MORTGAGE,45000,Not Verified,22.05,0,21-Aug,9929.500417,0
1064209,10000,10000, 36 months,7.9,312.91,A,A4,18-Dec,Fully Paid,credit_card,1297994,1064209,2 years,RENT,72500,Verified,27.92,0,21-Dec,11263.48297,0
1064366,1000,1000, 36 months,14.65,34.5,C,C3,18-Dec,Charged Off,major_purchase,1298164,1064366,,RENT,18408,Not Verified,6,0,19-Jan,91.31,0
1064216,14000,14000, 36 months,7.9,438.07,A,A4,18-Dec,Fully Paid,debt_consolidation,1298000,1064216,2 years,RENT,30000,Source Verified,15.2,0,20-Jun,15297.94,0
1064150,8500,8500, 36 months,14.27,291.63,C,C2,18-Dec,Charged Off,debt_consolidation,1298144,1064150,9 years,RENT,50000,Source Verified,8.5,0,19-Jul,2444.63,0
1056864,15000,14248.30682, 60 months,19.03,389.36,E,E2,18-Dec,Fully Paid,debt_consolidation,1288418,1056864,9 years,RENT,75000,Source Verified,2.82,0,15-Aug,22590.20414,0
1064146,4500,4500, 36 months,15.96,158.12,C,C5,18-Dec,Fully Paid,other,1298139,1064146,5 years,MORTGAGE,65000,Not Verified,14.66,0,21-Feb,5580.11,0
1064183,3000,3000, 36 months,7.51,93.34,A,A3,18-Dec,Fully Paid,major_purchase,1297966,1064183,10+ years,MORTGAGE,65000,Not Verified,27.91,0,21-Dec,3358.813405,0
1064185,10000,10000, 36 months,9.91,322.25,B,B1,18-Dec,Fully Paid,home_improvement,1268159,1064185,4 years,MORTGAGE,120000,Source Verified,7.98,0,21-Dec,11597.2666,0
1064126,21250,21225, 60 months,16.77,525.5,D,D2,18-Dec,Fully Paid,debt_consolidation,1298118,1064126,5 years,MORTGAGE,42500,Verified,19.93,0,15-Sep,30769.89365,0
1029473,33425,19010.82122, 60 months,13.49,475.63,C,C1,18-Dec,Charged Off,debt_consolidation,1258841,1029473,2 years,MORTGAGE,75000,Source Verified,25.71,0,15-Feb,19893.95,0
1057239,35000,32763.0552, 60 months,19.42,916.03,E,E3,18-Dec,Current,debt_consolidation,1288798,1057239,8 years,RENT,195000,Verified,11.72,0,15-Dec,43947.08,9928.6
1064128,7200,7200, 36 months,15.27,250.55,C,C4,18-Dec,Fully Paid,debt_consolidation,1298120,1064128,4 years,RENT,54990,Verified,20.95,0,21-Jun,8948.247644,0
1063949,18000,17836.5806, 60 months,11.71,397.77,B,B3,18-Dec,Charged Off,debt_consolidation,1297930,1063949,< 1 year,RENT,40000,Source Verified,18.18,0,20-Dec,10850.22,0
1064166,23000,23000, 36 months,7.9,719.68,A,A4,18-Dec,Fully Paid,debt_consolidation,1268179,1064166,2 years,MORTGAGE,137000,Source Verified,8.13,0,19-Jul,23980.67,0
1064133,20000,19523.20774, 60 months,16.77,494.59,D,D2,18-Dec,Charged Off,debt_consolidation,1298122,1064133,10+ years,RENT,60000,Verified,9.46,0,21-Nov,18799.72,0
1064094,6000,6000, 60 months,17.58,151,D,D4,18-Dec,Current,debt_consolidation,1296684,1064094,3 years,RENT,30120,Not Verified,15.54,0,15-Dec,7382.84,1513.33
1063505,7000,7000, 36 months,8.9,222.28,A,A5,18-Dec,Fully Paid,credit_card,1296072,1063505,1 year,RENT,46000,Verified,7.9,0,21-Dec,7999.847926,0
1063528,21000,20975, 36 months,12.69,704.45,B,B5,18-Dec,Fully Paid,debt_consolidation,1296094,1063528,8 years,MORTGAGE,135000,Verified,8.52,0,20-Jul,24283.82,0
1063912,8250,8250, 36 months,7.51,256.67,A,A3,18-Dec,Fully Paid,debt_consolidation,1296491,1063912,,MORTGAGE,31500,Verified,17.87,0,21-Dec,9236.369059,0
1064082,13000,13000, 36 months,9.91,418.93,B,B1,18-Dec,Fully Paid,credit_card,1296671,1064082,10+ years,RENT,65000,Verified,8.82,0,20-Dec,14817.85,0
1063892,18000,18000, 36 months,6.62,552.67,A,A2,18-Dec,Fully Paid,debt_consolidation,1296470,1063892,2 years,MORTGAGE,78000,Not Verified,6.35,0,21-Dec,19892.95164,0
1064061,7200,7175, 36 months,6.03,219.14,A,A1,18-Dec,Fully Paid,other,1296648,1064061,5 years,MORTGAGE,60000,Not Verified,2.54,0,21-Sep,7881.924132,0
1063876,16500,16500, 36 months,8.9,523.93,A,A5,18-Dec,Fully Paid,credit_card,1296451,1063876,10+ years,RENT,48000,Not Verified,13.1,0,20-May,18159.26,0
1042841,8125,8125, 36 months,7.9,254.24,A,A4,18-Dec,Fully Paid,debt_consolidation,1273136,1042841,< 1 year,RENT,25000,Not Verified,24.34,0,21-Dec,9151.005343,0
1063864,18800,18750, 36 months,7.51,584.89,A,A3,18-Dec,Fully Paid,debt_consolidation,1296438,1063864,3 years,MORTGAGE,82000,Verified,13.76,1,21-Dec,21054.18555,0
1064051,26800,26800, 36 months,19.03,982.79,E,E2,18-Dec,Fully Paid,credit_card,1296635,1064051,10+ years,MORTGAGE,82000,Source Verified,21.59,0,19-Dec,31277.98,0
1063847,19200,19200, 36 months,7.9,600.78,A,A4,18-Dec,Fully Paid,debt_consolidation,1296419,1063847,5 years,MORTGAGE,42000,Verified,19.66,0,20-Dec,21328.13,0
